abate;abates;is abateing:V
contemporize;contemporizes;is contemporizeing:V
contest;contests;is contestting:V
continue;continues;is continueing:V
contort;contorts;is contortting:V
contract;contracts;is contractting:V
contrast;contrasts;is contrastting:V
contribute;contributes;is contributeing:V
control;controls;is controlling:V
convene;convenes;is conveneing:V
converge;converges;is convergeing:V
converse;converses;is converseing:V
convert;converts;is convertting:V
convict;convicts;is convictting:V
convolve;convolves;is convolveing:V
con;cons;is conning:V
cooee;cooees;is cooeeing:V
cook;cooks;is cooking:V
cool;cools;is coolling:V
coordinate;coordinates;is coordinateing:V
coo;coos;is cooing:V
copolymerize;copolymerizes;is copolymerizeing:V
copy-edit;copy-edits;is copy-editting:V
copyread;copyreads;is copyreadding:V
copy;copys;is copying:V
cop;cops;is coping:V
coquet;coquets;is coquetting:V
corbel;corbels;is corbelling:V
corkscrew;corkscrews;is corkscrewing:V
corrade;corrades;is corradeing:V
corral;corrals;is corralling:V
correlate;correlates;is correlateing:V
corrival;corrivals;is corrivalling:V
corroborate;corroborates;is corroborateing:V
corrode;corrodes;is corrodeing:V
corrugate;corrugates;is corrugateing:V
corrupt;corrupts;is corruptting:V
cosher;coshers;is coshering:V
cosh;coshs;is coshing:V
cost;costs;is costing:V
cough up;coughs up;is coughing up:V
could;could;could:V
counsel;counsels;is counselling:V
countdown;countdowns;is countdownning:V
counterattack;counterattacks;is counterattacking:V
counterbalance;counterbalances;is counterbalanceing:V
countercheck;counterchecks;is counterchecking:V
counterclaim;counterclaims;is counterclaimming:V
counterlit;counterlits;is counterlitting:V
countermand;countermands;is countermandding:V
countermarch;countermarchs;is countermarching:V
countermine;countermines;is countermineing:V
countermove;countermoves;is countermoveing:V
counterplot;counterplots;is counterplotting:V
counterpoise;counterpoises;is counterpoiseing:V
countersank;countersanks;is countersanking:V
countersign;countersigns;is countersignning:V
countersink;countersinks;is countersinking:V
countersunk;countersunks;is countersunking:V
countervail;countervails;is countervailling:V
counterweigh;counterweighs;is counterweighing:V
counter;counters;is countering:V
count;counts;is counting:V
coup;coups;is couping:V
court martial;court martials;is court martialling:V
court;courts;is courtting:V
covenant;covenants;is covenantting:V
cover-up;cover-ups;is cover-uping:V
cover;covers;is covering:V
cox;coxs;is coxing:V
cozen;cozens;is cozenning:V
crab;crabs;is crabing:V
crack up;cracks up;is cracking up:V
crackle;crackles;is crackleing:V
crack;cracks;is cracking:V
cram;crams;is cramming:V
crap;craps;is craping:V
crash dive;crash dives;is crash diveing:V
crash-land;crash-lands;is crash-landing:V
crash;crashs;is crashing:V
crater;craters;is cratering:V
craunch;craunchs;is craunching:V
crave;craves;is craveing:V
craw;craws;is crawing:V
crayon;crayons;is crayoning:V
craze;crazes;is crazing:V
creak;creaks;is creaking:V
crease;creases;is creaseing:V
creep;creeps;is creeping:V
creosote;creosotes;is creosoteing:V
Crescendo;Crescendos;is Crescendoing:V
crew;crews;is crewing:V
crib;cribs;is cribing:V
crimple;crimples;is crimpleing:V
crimp;crimps;is crimping:V
crimson;crimsons;is crimsonning:V
crinkle;crinkles;is crinkleing:V
crisp;crisps;is crisping:V
crisscross;crisscrosses;is crisscrossing:V
criticize;criticizes;is criticizeing:V
crochet;crochets;is crochetting:V
crock;crocks;is crocking:V
crook;crooks;is crooking:V
croon;croons;is croonning:V
crop;crops;is croping:V
croquet;croquets;is croquetting:V
cross-fade;cross-fades;is cross-fading:V
cross-fertilize;cross-fertilizes;is cross-fertilizeing:V
cross-pollinate;cross-pollinates;is cross-pollinateing:V
cross-question;cross-questions;is cross-questionning:V
cross-reference;cross-references;is cross-referenceing:V
cross-refer;cross-refers;is cross-refering:V
cross-stitch;cross-stitchs;is cross-stitching:V
crosscheck;crosschecks;is crosschecking:V
crosscut;crosscuts;is crosscutting:V
crosshatch;crosshatchs;is crosshatching:V
cross;crosss;is crossing:V
crucify;crucifys;is crucifying:V
crumble;crumbles;is crumbleing:V
crumple;crumples;is crumpleing:V
crunch;crunchs;is crunching:V
crush;crushs;is crushing:V
crust;crusts;is crustting:V
crystallize;crystallizes;is crystallizing:V
cry;crys;is crying:V
cube;cubes;is cubing:V
cub;cubs;is cubing:V
cuckoo;cuckoos;is cuckooing:V
cuddle;cuddles;is cuddling:V
cue;cues;is cueing:V
culminate;culminates;is culminating:V
cumulate;cumulates;is cumulateing:V
cupel;cupels;is cupelling:V
cup;cups;is cuping:V
curdle;curdles;is curdling:V
curd;curds;is curding:V
curet;curets;is curetting:V
curl up;curls up;is curling up:V
curry;currys;is currying:V
curse;curses;is cursing:V
curtsy;curtsys;is curtsying:V
curvet;curvets;is curvetting:V
curve;curves;is curveing:V
cuss;cusses;is cussing:V
cut down;cuts down;is cutting down:V
cut in;cuts in;is cutting in:V
cut out;cuts out;is cutting out:V
cutback;cutbacks;is cutbacking:V
cutinize;cutinizes;is cutinizeing:V
cut;cuts;is cutting:V
cybernate;cybernates;is cybernating:V
cypher;cyphers;is cyphering:V
dabble;dabbles;is dabbleing:V
dab;dabs;is dabing:V
dag;dags;is daging:V
dally;dallys;is dallying:V
damnify;damnifys;is damnifying:V
dampen;dampens;is dampenning:V
dam;dams;is damming:V
dandify;dandifys;is dandifying:V
dangle;dangles;is dangleing:V
dapple;dapples;is dappleing:V
dap;daps;is daping:V
darken;darkens;is darkenning:V
darkle;darkles;is darkling:V
dark;darks;is darking:V
darn;darns;is darning:V
dart;darts;is darting:V
dash;dashs;is dashing:V
dazzle;dazzles;is dazzling:V
de-escalate;de-escalates;is de-escalating:V
de-ice;de-ices;is de-icing:V
deaden;deadens;is deadenning:V
deadlock;deadlocks;is deadlocking:V
deal;deals;is dealling:V
debag;debags;is debaging:V
debark;debarks;is debarking:V
debar;debars;is debaring:V
debate;debates;is debateing:V
debauch;debauchs;is debauching:V
debrief;debriefs;is debriefing:V
debug;debugs;is debuging:V
debus;debuss;is debusing:V
decalcify;decalcifys;is decalcifying:V
decal;decals;is decalling:V
decant;decants;is decantting:V
decarburize;decarburizes;is decarburizing:V
decay;decays;is decaying:V
decelerate;decelerates;is decelerating:V
decentralize;decentralizes;is decentralizing:V
decerebrate;decerebrates;is decerebrating:V
decide;decides;is decideing:V
decimalize;decimalizes;is decimalizing:V
declaim;declaims;is declaimming:V
declare;declares;is declaring:V
declassify;declassifys;is declassifying:V
decline;declines;is declining:V
decoct;decocts;is decoctting:V
decode;decodes;is decodeing:V
decollate;decollates;is decollating:V
decompose;decomposes;is decomposing:V
decompress;decompresss;is decompressing:V
decontrol;decontrols;is decontrolling:V
decoy;decoys;is decoying:V
decrease;decreases;is decreasing:V
decree;decrees;is decreeing:V
decry;decrys;is decrying:V
decussate;decussates;is decussating:V
deep-fry;deep-frys;is deep-frying:V
deepen;deepens;is deepenning:V
deepfreeze;deepfreezes;is deepfreezing:V
defect;defects;is defectting:V
defend;defends;is defending:V
defer;defers;is defering:V
defilade;defilades;is defilading:V
defile;defiles;is defileing:V
deflagrate;deflagrates;is deflagrating:V
deflate;deflates;is deflating:V
deflect;deflects;is deflecting:V
defoliate;defoliates;is defoliateing:V
deform;deforms;is deforming:V
defrost;defrosts;is defrosting:V
defy;defys;is defying:V
degas;degasses;is degassing:V
degenerate;degenerates;is degenerating:V
dehumidify;dehumidifys;is dehumidifying:V
dehydrate;dehydrates;is dehydrating:V
deify;deifys;is deifying:V
delaminate;delaminates;is delaminating:V
delegate;delegates;is delegating:V
dele;deles;is deleing:V
deliberate;deliberates;is deliberating:V
deliver;delivers;is delivering:V
delve;delves;is delveing:V
demagnetize;demagnetizes;is demagnetizing:V
demise;demises;is demising:V
demist;demists;is demisting:V
demit;demits;is demitting:V
demobilize;demobilizes;is demobilizing:V
demob;demobs;is demobing:V
demodulate;demodulates;is demodulating:V
demulsify;demulsifys;is demulsifying:V
demur;demurs;is demuring:V
demystify;demystifys;is demystifying:V
denationalize;denationalizes;is denationalizing:V
denazify;denazifys;is denazifying:V
denigrate;denigrates;is denigrateing:V
denitrate;denitrates;is denitrateing:V
denitrify;denitrifys;is denitrifying:V
denominate;denominates;is denominating:V
dent;dents;is dentting:V
denudate;denudates;is denudating:V
deny;denys;is denying:V
den;dens;is denning:V
depart;departs;is departting:V
depasture;depastures;is depastureing:V
deploy;deploys;is deploying:V
depolarize;depolarizes;is depolarizeing:V
depone;depones;is deponing:V
depopulate;depopulates;is depopulating:V
depreciate;depreciates;is depreciating:V
depurate;depurates;is depurating:V
deputize;deputizes;is deputizing:V
derail;derails;is derailling:V
deregister;deregisters;is deregistering:V
derive;derives;is deriving:V
derogate;derogates;is derogating:V
derrick;derricks;is derricking:V
descant;descants;is descantting:V
descend;descends;is descendding:V
descry;descrys;is descrying:V
desegregate;desegregates;is desegregating:V
designate;designates;is designateing:V
design;designs;is designning:V
desolate;desolates;is desolating:V
desorb;desorbs;is desorbing:V
destroy;destroys;is destroying:V
destruct;destructs;is destructting:V
desulphurize;desulphurizes;is desulphurizing:V
deteriorate;deteriorates;is deteriorating:V
determine;determines;is determining:V
deter;deters;is detering:V
detonate;detonates;is detonating:V
detour;detours;is detouring:V
detoxify;detoxifys;is detoxifying:V
detract;detracts;is detracting:V
detrain;detrains;is detraining:V
deuterate;deuterates;is deuterating:V
devalue;devalues;is devaluing:V
develop;develops;is developing:V
deviate;deviates;is deviating:V
devil;devils;is devilling:V
devise;devises;is devising:V
devitrify;devitrifys;is devitrifying:V
devolve;devolves;is devolving:V
diagnose;diagnoses;is diagnosing:V
diagram;diagrams;is diagramming:V
dialogue;dialogues;is dialoguing:V
dial;dials;is dialling:V
dibble;dibbles;is dibbleing:V
dib;dibs;is dibing:V
dice;dices;is diceing:V
dichotomize;dichotomizes;is dichotomizeing:V
dicker;dickers;is dickering:V
dictate;dictates;is dictating:V
diddle;diddles;is diddling:V
did;dids;is didding:V
die-cast;die-casts;is die-castting:V
dieback;diebacks;is diebacking:V
diet;diets;is dietting:V
die;dies;is dieing:V
diffract;diffracts;is diffractting:V
diffuse;diffuses;is diffuseing:V
dig in;digs in;is dig inning:V
digest;digests;is digestting:V
dight;dights;is dightting:V
dignify;dignifys;is dignifying:V
dig;digs;is diging:V
dike;dikes;is diking:V
dilapidate;dilapidates;is dilapidating:V
dilate;dilates;is dilating:V
dilly-dally;dilly-dallies;is dilly-dallying:V
dilute;dilutes;is diluting:V
dimidiate;dimidiates;is dimidiateing:V
diminish;diminishs;is diminishing:V
dimple;dimples;is dimpleing:V
dim;dims;is dimming:V
dink;dinks;is dinking:V
dint;dints;is dinting:V
din;dins;is dinning:V
diphthongize;diphthongizes;is diphthongizing:V
dip;dips;is diping:V
direct;directs;is directing:V
dirty;dirtys;is dirtying:V
disaffiliate;disaffiliates;is disaffiliating:V
disagree;disagrees;is disagreeing:V
disannul;disannuls;is disannulling:V
disarticulate;disarticulates;is disarticulateing:V
disassociate;disassociates;is disassociateing:V
disband;disbands;is disbandding:V
disbar;disbars;is disbaring:V
disbud;disbuds;is disbudding:V
disburden;disburdens;is disburdenning:V
discant;discants;is discanting:V
discard;discards;is discarding:V
discharge;discharges;is dischargeing:V
discolor;discolors;is discoloring:V
discontinue;discontinues;is discontinueing:V
discord;discords;is discordding:V
discount;discounts;is discounting:V
discourse;discourses;is discourseing:V
discriminate;discriminates;is discriminating:V
disc;discs;is discing:V
disembark;disembarks;is disembarking:V
disembody;disembodys;is disembodying:V
disembogue;disembogues;is disembogueing:V
disembowel;disembowels;is disembowelling:V
disenfranchise;disenfranchises;is disenfranchiseing:V
disengage;disengages;is disengageing:V
disentail;disentails;is disentailling:V
disentangle;disentangles;is disentangleing:V
disenthral;disenthrals;is disenthralling:V
disentwine;disentwines;is disentwineing:V
disfrock;disfrocks;is disfrocking:V
disgorge;disgorges;is disgorgeing:V
disguise;disguises;is disguiseing:V
dish out;dish outs;is dish outting:V
dish up;dish ups;is dish uping:V
dishevel;dishevels;is dishevelling:V
disincline;disinclines;is disinclineing:V
disintegrate;disintegrates;is disintegrateing:V
disinter;disinters;is disintering:V
disjoint;disjoints;is disjointting:V
disjoin;disjoins;is disjoinning:V
dislodge;dislodges;is dislodgeing:V
dismount;dismounts;is dismountting:V
disobey;disobeys;is disobeying:V
dispel;dispels;is dispelling:V
disperse;disperses;is disperseing:V
displease;displeases;is displeaseing:V
displode;displodes;is displodeing:V
disproportionate;disproportionates;is disproportionateing:V
dispute;disputes;is disputeing:V
disqualify;disqualifys;is disqualifying:V
disremember;disremembers;is disremembering:V
disrobe;disrobes;is disrobeing:V
dissatisfy;dissatisfys;is dissatisfying:V
dissect;dissects;is dissectting:V
dissemble;dissembles;is dissembleing:V
dissever;dissevers;is dissevering:V
dissimilate;dissimilates;is dissimilateing:V
dissimulate;dissimulates;is dissimulateing:V
dissipate;dissipates;is dissipateing:V
dissociate;dissociates;is dissociateing:V
dissolve;dissolves;is dissolveing:V
distend;distends;is distendding:V
distil;distils;is distilling:V
distinguish;distinguishs;is distinguishing:V
distrain;distrains;is distrainning:V
distrust;distrusts;is distrustting:V
disunite;disunites;is disuniteing:V
ditch;ditchs;is ditching:V
ditto;dittos;is dittoing:V
divagate;divagates;is divagateing:V
divaricate;divaricates;is divaricateing:V
diverge;diverges;is divergeing:V
diversify;diversifys;is diversifying:V
divert;diverts;is divertting:V
dive;dives;is diveing:V
divide;divides;is divideing:V
divine;divines;is divineing:V
divorce;divorces;is divorceing:V
divvies;divviess;is divviesing:V
dizzy;dizzys;is dizzying:V
do for;do fors;is do foring:V
do up;do ups;is do uping:V
do with;do withs;is do withing:V
dob in;dob ins;is dob inning:V
dock;docks;is docking:V
document;documents;is documentting:V
dodge;dodges;is dodgeing:V
doest;doests;is doestting:V
does;doess;is doesing:V
doeth;doeths;is doething:V
dog paddle;dog paddles;is dog paddleing:V
dogmatize;dogmatizes;is dogmatizeing:V
dog;dogs;is doging:V
dolly;dollys;is dollying:V
domicile;domiciles;is domicileing:V
dominate;dominates;is dominateing:V
don't;don'ts;is don'tting:V
donate;donates;is donateing:V
done;dones;is doneing:V
don;dons;is donning:V
doodle;doodles;is doodleing:V
dost;dosts;is dostting:V
doth;doths;is dothing:V
dot;dots;is dotting:V
double fault;double faults;is double faultting:V
double time;double times;is double timeing:V
double up;double ups;is double uping:V
double-bank;double-banks;is double-banking:V
double-check;double-checks;is double-checking:V
double-park;double-parks;is double-parking:V
double-space;double-spaces;is double-spaceing:V
double-stop;double-stops;is double-stoping:V
double-tongue;double-tongues;is double-tongueing:V
doublethought;doublethoughts;is doublethoughtting:V
double;doubles;is doubleing:V
douche;douches;is doucheing:V
dought;doughts;is doughtting:V
douse;douses;is douseing:V
dove;doves;is doveing:V
dowse;dowses;is dowseing:V
dow;dows;is dowing:V
do;dos;is doing:V
drabble;drabbles;is drabbleing:V
drab;drabs;is drabing:V
draft;drafts;is draftting:V
drag hunt;drag hunts;is drag huntting:V
draggle;draggles;is draggleing:V
drag;drags;is draging:V
drank;dranks;is dranking:V
drave;draves;is draveing:V
draw off;draw offs;is draw offing:V
draw out;draw outs;is draw outting:V
draw up;draw ups;is draw uping:V
drawback;drawbacks;is drawbacking:V
drawl;drawls;is drawlling:V
draw;draws;is drawing:V
dreamt;dreamts;is dreamtting:V
dream;dreams;is dreamming:V
dredge;dredges;is dredgeing:V
dree;drees;is dreeing:V
dress up;dress ups;is dress uping:V
dress;dresss;is dressing:V
drew;drews;is drewing:V
dribble;dribbles;is dribbleing:V
drift;drifts;is driftting:V
drill;drills;is drillling:V
drink;drinks;is drinking:V
drip;drips;is driping:V
drivel;drivels;is drivelling:V
driven;drivens;is drivenning:V
drive;drives;is driveing:V
drool;drools;is droolling:V
droop;droops;is drooping:V
drop forge;drop forges;is drop forgeing:V
