abate;abates;is abating:Verb
come-on;comes-on;is coming-on:Verb
comeback;comebacks;is comebacking:Verb
comedown;comedowns;is comedowning:Verb
cometh;comeths;is comething:Verb
come;comes;is comeing:Verb
command;commands;is commanding:Verb
commence;commences;is commencing:Verb
commend;commends;is commending:Verb
commentate;commentates;is commentating:Verb
comment;comments;is commenting:Verb
commingle;commingles;is commingling:Verb
comminute;comminutes;is commenting:Verb
comics;commisces;is commisceing:Verb
commiserate;commiserates;is commiserating:Verb
commit;commits;is commiting:Verb
commix;commixs;is commixing:Verb
commune;communes;is communing:Verb
communicate;communicates;is communicating:Verb
compact;compacts;is compacting:Verb
company;companys;is companying:Verb
compartmentalize;compartmentalizes;is compartmentalizing:Verb
compel;compels;is compelling:Verb
compensate;compensates;is compensating:Verb
compere;comperes;is comparing:Verb
complement;complements;is complementing:Verb
complicate;complicates;is complicating:Verb
compliment;compliments;is complimenting:Verb
complot;complots;is comploting:Verb
comply;complys;is complying:Verb
compose;composes;is composeing:Verb
compound;compounds;is compounding:Verb
comprehend;comprehends;is comprehending:Verb
compress;compresss;is compressing:Verb
compromise;compromises;is compromising:Verb
compute;computes;is computeing:Verb
concede;concedes;is conceding:Verb
conceive;conceives;is conceiving:Verb
concelebrate;concelebrates;is concelebrating:Verb
concentre;concentres;is concentreing:Verb
conceptualize;conceptualizes;is conceptualizing:Verb
concertina;concertinas;is concertinaing:Verb
concert;concerts;is concerting:Verb
conclude;concludes;is concluding:Verb
concur;concurs;is concuring:Verb
condition;conditions;is conditioning:Verb
conduct;conducts;is conducting:Verb
cone;cones;is coneing:Verb
confab;confabs;is confabing:Verb
confederate;confederates;is confederating:Verb
confer;confers;is confering:Verb
confess;confesss;is confessing:Verb
confide;confides;is confiding:Verb
confine;confines;is confining:Verb
conflict;conflicts;is conflicting:Verb
conga;congas;is congaing:Verb
congeal;congeals;is congealing:Verb
congest;congests;is congesting:Verb
conglobate;conglobates;is conglobateing:Verb
conglomerate;conglomerates;is conglomerating:Verb
conglutinate;conglutinates;is conglutinateing:Verb
congregate;congregates;is congregating:Verb
conjecture;conjectures;is conjecturing:Verb
conjoin;conjoins;is conjoining:Verb
conjugate;conjugates;is conjugating:Verb
conk;conks;is conking:Verb
connect;connects;is connecting:Verb
conn;conns;is coning:Verb
conquer;conquers;is conquering:Verb
conscript;conscripts;is conscripting:Verb
consent;consents;is consenting:Verb
conserve;conserves;is conserving:Verb
consider;considers;is considering:Verb
consign;consigns;is consigning:Verb
consociate;consecrates;is consociateing:Verb
console;consoles;is consoling:Verb
consolidate;consolidates;is consolidating:Verb
consort;consorts;is consorting:Verb
conspire;conspires;is conspiring:Verb
constellate;constellates;is constellateing:Verb
construct;constructs;is constructing:Verb
construe;construes;is construing:Verb
consult;consults;is consulting:Verb
consummate;consummates;is consummating:Verb
cons;conss;is consing:Verb
contact;contacts;is contacting:Verb
contaminate;contaminates;is contaminating:Verb
contango;contangos;is contangoing:Verb
contemplate;contemplates;is contemplating:Verb
contemporize;contemporizes;is contemporizeing:Verb
contest;contests;is contesting:Verb
continue;continues;is continuing:Verb
contort;contorts;is contorting:Verb
contract;contracts;is contracting:Verb
contrast;contrasts;is contrasting:Verb
contribute;contributes;is contributing:Verb
control;controls;is controlling:Verb
convene;convenes;is convening:Verb
converge;converges;is converging:Verb
converse;converses;is conversing:Verb
convert;converts;is converting:Verb
convict;convicts;is convicting:Verb
convolve;convolves;is convolveing:Verb
con;cons;is coning:Verb
cooee;cooees;is cooing:Verb
cook;cooks;is cooking:Verb
cool;cools;is cooling:Verb
coordinate;coordinates;is coordinating:Verb
coo;coos;is cooing:Verb
copolymerize;copolymerizes;is copolymerizeing:Verb
copy-edit;copy-edits;is copy-editing:Verb
copyread;copyreads;is copyreading:Verb
copy;copys;is copying:Verb
cop;cops;is coping:Verb
coquet;coquets;is coqueting:Verb
corbel;corbels;is corralling:Verb
corkscrew;corkscrews;is corkscrewing:Verb
corrade;corrades;is corroding:Verb
corral;corrals;is corralling:Verb
correlate;correlates;is correlating:Verb
corrival;corrivals;is corralling:Verb
corroborate;corroborates;is corroborating:Verb
corrode;corrodes;is corroding:Verb
corrugate;corrugates;is corrugating:Verb
corrupt;corrupts;is corrupting:Verb
cosher;coshers;is coshering:Verb
cosh;coshs;is coshing:Verb
cost;costs;is costing:Verb
cough up;coughs up;is coughing up:Verb
could;could;could:Verb
counsel;counsels;is counseling:Verb
countdown;countdowns;is countdowning:Verb
counterattack;counterattacks;is counterattacking:Verb
counterbalance;counterbalances;is counterbalancing:Verb
countercheck;counterchecks;is counterchecking:Verb
counterclaim;counterclaims;is counterclaiming:Verb
counterlit;counterlits;is counterfeiting:Verb
countermand;countermands;is countermanding:Verb
countermarch;counterparts;is countermarching:Verb
countermine;countermines;is countermining:Verb
countermove;countermoves;is countermoveing:Verb
counterplot;counterplots;is counterploting:Verb
counterpoise;counterpoises;is counterpoising:Verb
countersank;countersinks;is countersinking:Verb
countersign;countersigns;is countersigning:Verb
countersink;countersinks;is countersinking:Verb
countersunk;countersunks;is countersinking:Verb
countervail;countervails;is countervailing:Verb
counterweigh;counterweighs;is counterweighing:Verb
counter;counters;is countering:Verb
count;counts;is counting:Verb
coup;coups;is couping:Verb
court martial;court martials;is court martialling:Verb
court;courts;is courting:Verb
covenant;covenants;is covenanting:Verb
cover-up;cover-ups;is cover-uping:Verb
cover;covers;is covering:Verb
cox;coxs;is coxing:Verb
cozen;cozens;is cozening:Verb
crab;crabs;is crabing:Verb
crack up;cracks up;is cracking up:Verb
crackle;crackles;is crackling:Verb
crack;cracks;is cracking:Verb
cram;crams;is cramming:Verb
crap;craps;is craping:Verb
crash dive;crash dives;is crash diving:Verb
crash-land;crash-lands;is crash-landing:Verb
crash;crashs;is crashing:Verb
crater;craters;is cratering:Verb
crunch;crunches;is crunching:Verb
crave;craves;is craveing:Verb
craw;craws;is crawing:Verb
crayon;crayons;is crayoning:Verb
craze;crazes;is crazing:Verb
creak;creaks;is creaking:Verb
crease;creases;is creasing:Verb
creep;creeps;is creeping:Verb
creosote;creosotes;is creosoteing:Verb
Crescendo;Crescendos;is Crescendoing:Verb
crew;crews;is crewing:Verb
crib;cribs;is cribing:Verb
crimple;crimples;is crumpling:Verb
crimp;crimps;is crimping:Verb
crimson;crimsons;is crimsoning:Verb
crinkle;crinkles;is crinkling:Verb
crisp;crisps;is crisping:Verb
crisscross;crisscrosses;is crisscrossing:Verb
criticize;criticizes;is criticizing:Verb
crochet;crochets;is crocheting:Verb
crock;crocks;is crocking:Verb
crook;crooks;is crooking:Verb
croon;croons;is crooning:Verb
crop;crops;is croping:Verb
croquet;croquets;is croqueting:Verb
cross-fade;cross-fades;is cross-fading:Verb
cross-fertilize;cross-fertilizes;is cross-fertilizing:Verb
cross-pollinate;cross-pollinates;is cross-pollinateing:Verb
cross-question;cross-questions;is cross-questioning:Verb
cross-reference;cross-references;is cross-referencing:Verb
cross-refer;cross-refers;is cross-referring:Verb
cross-stitch;cross-stitchs;is cross-stitching:Verb
crosscheck;crosschecks;is crosschecking:Verb
crosscut;crosscuts;is crosscuting:Verb
crosshatch;crosshatchs;is crosshatching:Verb
cross;crosss;is crossing:Verb
crucify;crucifys;is crucifying:Verb
crumble;crumbles;is crumbling:Verb
crumple;crumples;is crumpling:Verb
crunch;crunchs;is crunching:Verb
crush;crushs;is crushing:Verb
crust;crusts;is crusting:Verb
crystallize;crystallizes;is crystallizing:Verb
cry;crys;is crying:Verb
cube;cubes;is cubing:Verb
cub;cubs;is cubing:Verb
cuckoo;cuckoos;is cuckooing:Verb
cuddle;cuddles;is cuddling:Verb
cue;cues;is cueing:Verb
culminate;culminates;is culminating:Verb
cumulate;cumulates;is cumulating:Verb
cupel;cupels;is cupeling:Verb
cup;cups;is cuping:Verb
curdle;curdles;is curdling:Verb
curd;curds;is curding:Verb
curet;curets;is cureting:Verb
curl up;curls up;is curling up:Verb
curry;currys;is currying:Verb
curse;curses;is cursing:Verb
curtsy;curtsys;is curtsying:Verb
curvet;curvets;is curveting:Verb
curve;curves;is curveing:Verb
cuss;cusses;is cussing:Verb
cut down;cuts down;is cuting down:Verb
cut in;cuts in;is cuting in:Verb
cut out;cuts out;is cuting out:Verb
cutback;cutbacks;is cutbacking:Verb
cutinize;cutinizes;is cutinizeing:Verb
cut;cuts;is cuting:Verb
cybernate;cybernates;is cybernating:Verb
cypher;cyphers;is cyphering:Verb
dabble;dabbles;is dabbling:Verb
dab;dabs;is dabing:Verb
dag;dags;is daging:Verb
dally;dallys;is dallying:Verb
damnify;damnifys;is damnifying:Verb
dampen;dampens;is dampening:Verb
dam;dams;is damming:Verb
dandify;dandifys;is dandifying:Verb
dangle;dangles;is dangling:Verb
dapple;dapples;is dappling:Verb
dap;daps;is daping:Verb
darken;darkens;is darkening:Verb
darkle;darkles;is darkling:Verb
dark;darks;is darking:Verb
darn;darns;is darning:Verb
dart;darts;is darting:Verb
dash;dashs;is dashing:Verb
dazzle;dazzles;is dazzling:Verb
de-escalate;de-escalates;is de-escalating:Verb
de-ice;de-ices;is de-icing:Verb
deaden;deadens;is deadening:Verb
deadlock;deadlocks;is deadlocking:Verb
deal;deals;is dealing:Verb
debag;debags;is debaging:Verb
debark;debarks;is debarking:Verb
debar;debars;is debaring:Verb
debate;debates;is debating:Verb
debauch;debauchs;is debauching:Verb
debrief;debriefs;is debriefing:Verb
debug;debugs;is debuging:Verb
debus;debuss;is debusing:Verb
decalcify;decalcifys;is decalcifying:Verb
decal;decals;is decalling:Verb
decant;decants;is decanting:Verb
decarburize;decarburizes;is decarburizing:Verb
decay;decays;is decaying:Verb
decelerate;decelerates;is decelerating:Verb
decentralize;decentralizes;is decentralizing:Verb
decerebrate;decerebrates;is decerebrating:Verb
decide;decides;is deciding:Verb
decimalize;decimalizes;is decimalizing:Verb
declaim;declaims;is declaiming:Verb
declare;declares;is declaring:Verb
declassify;declassifys;is declassifying:Verb
decline;declines;is declining:Verb
decoct;decocts;is decocting:Verb
decode;decodes;is decoding:Verb
decollate;decollates;is decollating:Verb
decompose;decomposes;is decomposing:Verb
decompress;decompresss;is decompressing:Verb
decontrol;decontrols;is decontrolling:Verb
decoy;decoys;is decoying:Verb
decrease;decreases;is decreasing:Verb
decree;decrees;is decreeing:Verb
decry;decrys;is decrying:Verb
decussate;decussates;is decussating:Verb
deep-fry;deep-frys;is deep-frying:Verb
deepen;deepens;is deepening:Verb
deepfreeze;deepfreezes;is deepfreezing:Verb
defect;defects;is defecting:Verb
defend;defends;is defending:Verb
defer;defers;is deferring:Verb
defilade;defilades;is defilading:Verb
defile;defiles;is defileing:Verb
deflagrate;deflagrates;is deflagrating:Verb
deflate;deflates;is deflating:Verb
deflect;deflects;is deflecting:Verb
defoliate;defoliates;is defoliating:Verb
deform;deforms;is deforming:Verb
defrost;defrosts;is defrosting:Verb
defy;defys;is defying:Verb
degas;degasses;is degassing:Verb
degenerate;degenerates;is degenerating:Verb
dehumidify;dehumidifys;is dehumidifying:Verb
dehydrate;dehydrates;is dehydrating:Verb
deify;deifys;is deifying:Verb
delaminate;delaminates;is delaminating:Verb
delegate;delegates;is delegating:Verb
dele;deles;is deleing:Verb
deliberate;deliberates;is deliberating:Verb
deliver;delivers;is delivering:Verb
delve;delves;is delving:Verb
demagnetize;demagnetizes;is demagnetizing:Verb
demise;demises;is demising:Verb
demist;demists;is demisting:Verb
demit;demits;is demiting:Verb
demobilize;demobilizes;is demobilizing:Verb
demob;demobs;is demobing:Verb
demodulate;demodulates;is demodulating:Verb
emulsify;emulsifies;is emulsifying:Verb
demur;demurs;is demuring:Verb
demystify;demystifys;is demystifying:Verb
denationalize;denationalizes;is denationalizing:Verb
denazify;denazifys;is denazifying:Verb
denigrate;denigrates;is denigrating:Verb
denigrate;denigrates;is denigrating:Verb
denitrify;denitrifys;is denitrifying:Verb
denominate;denominates;is denominating:Verb
dent;dents;is denting:Verb
denudate;denudates;is denudating:Verb
deny;denys;is denying:Verb
den;dens;is dening:Verb
depart;departs;is departing:Verb
departure;departures;is depastureing:Verb
deploy;deploys;is deploying:Verb
depolarize;depolarizes;is depolarizing:Verb
depone;depones;is deponing:Verb
depopulate;depopulates;is depopulating:Verb
depreciate;depreciates;is depreciating:Verb
depurate;depurates;is depurating:Verb
deputize;deputizes;is deputizing:Verb
derail;derails;is derailing:Verb
deregister;deregisters;is deregistering:Verb
derive;derives;is deriving:Verb
derogate;derogates;is derogating:Verb
derrick;derricks;is derricking:Verb
descant;descants;is descanting:Verb
descend;descends;is descending:Verb
descry;descrys;is descrying:Verb
desegregate;desegregates;is desegregating:Verb
designate;designates;is designating:Verb
design;designs;is designing:Verb
desolate;desolates;is desolating:Verb
desorb;desorbs;is desorbing:Verb
destroy;destroys;is destroying:Verb
destruct;destructs;is destructing:Verb
desulphurize;desulphurizes;is desulphurizing:Verb
deteriorate;deteriorates;is deteriorating:Verb
determine;determines;is determining:Verb
deter;deters;is detering:Verb
detonate;detonates;is detonating:Verb
detour;detours;is detouring:Verb
detoxify;detoxifys;is detoxifying:Verb
detract;detracts;is detracting:Verb
detrain;detrains;is detraining:Verb
deuterate;deuterates;is deuterating:Verb
devalue;devalues;is devaluing:Verb
develop;develops;is developing:Verb
deviate;deviates;is deviating:Verb
devil;devils;is deviling:Verb
devise;devises;is devising:Verb
devitrify;denitrifies;is devitrifying:Verb
devolve;devolves;is devolving:Verb
diagnose;diagnoses;is diagnosing:Verb
diagram;diagrams;is diagramming:Verb
dialogue;dialogues;is dialoguing:Verb
dial;dials;is dialing:Verb
dibble;dibbles;is dibbling:Verb
dib;dibs;is dibing:Verb
dice;dices;is dicing:Verb
dichotomize;dichotomizes;is dichotomizing:Verb
dicker;dickers;is dickering:Verb
dictate;dictates;is dictating:Verb
diddle;diddles;is diddling:Verb
did;dids;is diding:Verb
die-cast;die-casts;is die-casting:Verb
dieback;diebacks;is diebacking:Verb
diet;diets;is dieting:Verb
die;dies;is dieing:Verb
diffract;diffracts;is diffracting:Verb
diffuse;diffuses;is diffusing:Verb
dig in;digs in;is dig ining:Verb
digest;digests;is digesting:Verb
dight;dights;is digesting:Verb
dignify;dignifys;is dignifying:Verb
dig;digs;is diging:Verb
dike;dikes;is diking:Verb
dilapidate;dilapidates;is dilapidating:Verb
dilate;dilates;is dilating:Verb
dilly-dally;dilly-dallies;is dilly-dallying:Verb
dilute;dilutes;is diluting:Verb
dimidiate;dimidiates;is dimidiateing:Verb
diminish;diminishs;is diminishing:Verb
dimple;dimples;is dimpling:Verb
dim;dims;is dimming:Verb
dink;dinks;is dinking:Verb
dint;dints;is dinting:Verb
din;dins;is dining:Verb
diphthongize;diphthongizes;is diphthongizing:Verb
dip;dips;is diping:Verb
direct;directs;is directing:Verb
dirty;dirtys;is dirtying:Verb
disaffiliate;disaffiliates;is disaffiliating:Verb
disagree;disagrees;is disagreeing:Verb
disable;disannuls;is disabling:Verb
disarticulate;disarticulates;is misarticulating:Verb
disassociate;disassociates;is disassociating:Verb
disband;disbands;is disbanding:Verb
disbar;disbars;is disbaring:Verb
disbud;disbuds;is disbuding:Verb
disburden;disburdens;is disburdening:Verb
discant;discants;is discanting:Verb
discard;discards;is discarding:Verb
discharge;discharges;is discharging:Verb
discolor;discolors;is discoloring:Verb
discontinue;discontinues;is discontinuing:Verb
discord;discords;is discording:Verb
discount;discounts;is discounting:Verb
discourse;discourses;is discoursing:Verb
discriminate;discriminates;is discriminating:Verb
disc;discs;is discing:Verb
disembark;disembarks;is disembarking:Verb
disembody;disembodys;is disembodying:Verb
disembogue;disembogues;is disembogueing:Verb
disembowel;disembowels;is disembowelling:Verb
disenfranchise;disenfranchises;is disenfranchising:Verb
disengage;disengages;is disengaging:Verb
disentail;disentails;is disentailing:Verb
disentangle;disentangles;is disentangling:Verb
disenthral;disenthrals;is disenthralling:Verb
disentwine;disentwines;is disentwineing:Verb
disfrock;disfrocks;is disfrocking:Verb
disgorge;disgorges;is disgorging:Verb
disguise;disguises;is disguising:Verb
dish out;dish outs;is dish outing:Verb
dish up;dish ups;is dish uping:Verb
dishevel;dishevels;is disheveling:Verb
disincline;disinclines;is disinclining:Verb
disintegrate;disintegrates;is disintegrating:Verb
disinter;disinters;is disinterring:Verb
disjoint;disjoints;is disjointing:Verb
disjoin;disjoins;is disjoining:Verb
dislodge;dislodges;is dislodging:Verb
dismount;dismounts;is dismounting:Verb
disobey;disobeys;is disobeying:Verb
dispel;dispels;is dispelling:Verb
disperse;disperses;is dispersing:Verb
displease;displeases;is displeasing:Verb
disproportionate;disproportionates;is disproportionateing:Verb
dispute;disputes;is disputing:Verb
disqualify;disqualifys;is disqualifying:Verb
disremember;disremembers;is disremembering:Verb
disrobe;disrobes;is disrobeing:Verb
dissatisfy;dissatisfys;is dissatisfying:Verb
dissect;dissects;is dissecting:Verb
dissemble;dissembles;is dissembling:Verb
dissever;dissevers;is dissevering:Verb
